,Name,Wins,Losses,Draws,Stance,Reach (inches),Weight (pounds),Height (inches),Significant Strikes Landed per Minute,Significant Striking Accuracy,Significant Strikes Absorbed per Minute,Significant Strike Defence (the percentage of opponents strikes that did not land),Average Takedowns Landed per 15 minutes,Takedown Accuracy,Takedown Defense (the percentage of opponents TD attempts that did not land),Average Submissions Attempted per 15 minutes
745,Justin Gonzales,6,0,0,Orthodox,72.0,145.0,69.0,6.67,0.8,0.87,0.43,14.0,0.73,1.0,0.0
746,Fernando Gonzalez,26,14,0,Southpaw,68.0,170.0,69.0,4.47,0.47,4.03,0.65,0.86,0.33,0.43,1.4
747,Jason Gonzalez,11,5,0,Southpaw,74.0,155.0,74.0,3.06,0.39,3.13,0.58,0.0,0.0,0.3,1.0
748,Jorge Gonzalez,16,4,0,Orthodox,76.0,205.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,Mikey Gonzalez,7,2,0,Orthodox,74.0,155.0,71.0,0.91,0.16,14.55,0.11,0.0,0.0,0.0,0.0
750,Erick Gonzalez,14,8,0,Orthodox,75.0,155.0,71.0,2.4,0.36,8.08,0.4,6.0,0.55,0.5,0.0
751,Lyman Good,21,6,0,Orthodox,74.0,170.0,72.0,5.34,0.48,4.01,0.63,0.27,1.0,0.75,0.0
752,Jared Gooden,23,10,0,Orthodox,77.0,170.0,72.0,4.4,0.48,6.74,0.45,0.91,0.45,0.65,0.4
753,Eddie Gordon,8,4,0,Orthodox,76.0,185.0,72.0,2.03,0.32,2.57,0.6,1.93,0.83,0.63,0.0
754,Jared Gordon,20,7,0,Orthodox,68.0,155.0,69.0,5.75,0.55,3.97,0.56,1.78,0.31,0.62,0.0
755,Malcolm Gordon,14,8,0,Switch,71.0,125.0,67.0,2.5,0.45,2.0,0.43,1.72,0.35,0.26,1.0
756,Tresean Gore,6,2,0,Switch,75.0,185.0,72.0,3.0,0.54,5.88,0.47,3.46,0.75,0.83,1.7
757,Alex Gorgees,6,1,0,Switch,74.0,155.0,74.0,0.67,0.32,2.27,0.38,0.0,0.0,0.54,0.0
758,Themba Gorimbo,14,5,0,Orthodox,77.0,170.0,73.0,3.15,0.61,1.09,0.56,4.81,0.65,0.82,0.6
759,Jonathan Goulet,23,12,0,Orthodox,73.0,170.0,72.0,1.61,0.41,2.01,0.46,4.17,0.7,0.45,0.6
760,Thibault Gouti,12,5,0,Orthodox,72.0,155.0,70.0,3.68,0.34,5.64,0.5,1.23,0.8,0.83,0.3
761,Wilson Gouveia,14,8,0,Orthodox,76.0,185.0,73.0,3.02,0.39,4.06,0.56,0.9,0.66,0.57,2.2
762,Damian Grabowski,20,5,0,Orthodox,75.0,241.0,73.0,4.0,0.36,7.65,0.51,0.0,0.0,0.0,0.0
763,Roger Gracie,8,2,0,Orthodox,79.0,185.0,76.0,1.78,0.35,1.79,0.61,1.87,0.53,0.6,1.9
764,Kron Gracie,5,3,0,Southpaw,70.0,145.0,69.0,2.95,0.42,5.73,0.51,0.35,0.25,0.0,0.7
765,Bogdan Grad,14,2,0,Orthodox,70.0,145.0,68.0,6.35,0.47,10.25,0.49,2.75,0.42,0.0,0.0
766,Miranda Granger,7,3,0,Orthodox,68.0,115.0,67.0,2.79,0.47,2.57,0.57,0.0,0.0,0.33,0.0
767,TJ Grant,21,5,0,Orthodox,72.0,155.0,70.0,3.95,0.54,3.21,0.56,1.63,0.43,0.36,0.6
768,Davey Grant,16,7,0,Orthodox,69.0,135.0,68.0,4.77,0.42,3.82,0.55,1.26,0.41,0.61,0.2
769,Dwight Grant,11,6,0,Switch,76.0,185.0,73.0,3.29,0.36,2.66,0.6,0.61,1.0,0.66,0.0
770,Alexa Grasso,16,4,1,Orthodox,66.0,125.0,65.0,4.19,0.41,3.69,0.58,0.44,0.4,0.54,0.7
771,Tony Gravely,23,9,0,Orthodox,69.0,135.0,65.0,3.82,0.48,4.47,0.44,5.4,0.41,0.52,0.3
772,Michael Graves,6,0,1,Orthodox,71.0,170.0,70.0,1.25,0.54,1.47,0.58,4.8,0.52,0.66,0.4
773,Shelton Graves,7,3,0,Southpaw,76.0,255.0,74.0,2.19,0.69,0.81,0.33,4.86,0.57,0.0,0.0
774,Kevin Gray,9,4,0,Orthodox,67.0,125.0,64.0,3.45,0.62,4.48,0.66,0.0,0.0,0.0,0.0
775,King Green,32,16,1,Orthodox,71.0,155.0,70.0,6.43,0.53,3.73,0.62,1.23,0.39,0.74,0.3
776,Desmond Green,23,8,0,Southpaw,73.0,155.0,70.0,3.7,0.46,2.51,0.69,1.62,0.5,0.75,0.0
777,Gabe Green,11,5,0,Switch,73.0,155.0,70.0,6.28,0.45,6.95,0.47,0.83,0.5,0.53,0.3
778,Maurice Greene,9,7,0,Orthodox,80.0,258.0,79.0,3.28,0.45,3.61,0.45,0.0,0.0,0.27,0.4
779,Matt Grice,15,5,0,Orthodox,70.0,145.0,68.0,4.09,0.53,2.69,0.56,2.19,0.37,0.82,0.5
780,Forrest Griffin,19,7,0,Orthodox,77.0,205.0,75.0,4.38,0.36,2.81,0.61,1.05,0.48,0.57,0.7
781,Tyson Griffin,16,8,0,Orthodox,68.0,145.0,66.0,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9
782,Max Griffin,20,11,0,Orthodox,76.0,170.0,71.0,3.75,0.48,3.66,0.58,1.37,0.4,0.69,0.3
783,Jordan Griffin,18,9,0,Southpaw,73.0,145.0,70.0,2.52,0.46,3.02,0.5,1.45,0.35,0.42,1.9
784,Chad Griggs,11,3,0,Orthodox,73.0,205.0,73.0,2.67,0.5,2.22,0.46,1.51,0.66,0.41,0.0
785,Charalampos Grigoriou,8,5,0,Orthodox,67.0,135.0,67.0,2.62,0.48,3.97,0.46,2.62,0.8,0.9,0.0
786,Maxim Grishin,32,10,2,Orthodox,78.0,205.0,75.0,3.26,0.52,2.27,0.58,0.21,0.16,0.66,0.0
787,Josh Grispi,14,5,0,Orthodox,74.0,145.0,71.0,1.44,0.41,3.71,0.5,1.97,0.36,0.16,2.2
788,Kendall Grove,23,17,0,Orthodox,79.0,185.0,78.0,2.31,0.41,2.4,0.54,0.49,0.45,0.56,1.7
789,Chris Gruetzemacher,15,5,0,Orthodox,68.0,155.0,68.0,6.18,0.57,4.96,0.52,0.21,0.5,0.65,0.0
790,Vik Grujic,6,6,0,Orthodox,73.0,170.0,71.0,2.24,0.48,3.39,0.41,1.18,0.33,0.26,0.4
791,Mike Grundy,12,4,0,Orthodox,72.0,145.0,67.0,2.09,0.45,4.45,0.56,4.06,0.28,0.5,0.4
792,Wang Guan,20,1,1,Orthodox,71.0,145.0,69.0,4.73,0.43,3.27,0.6,0.0,0.0,0.0,0.0
793,Rainn Guerrero,5,2,0,Orthodox,65.0,125.0,66.0,0.65,0.33,0.87,0.5,3.27,1.0,0.0,0.0
794,Shannon Gugerty,15,7,0,Orthodox,71.0,155.0,70.0,1.25,0.39,1.88,0.58,2.13,0.27,0.5,3.4
795,Clay Guida,38,22,0,Orthodox,70.0,155.0,67.0,2.63,0.33,3.0,0.61,3.1,0.35,0.66,0.6
796,Melvin Guillard,32,18,2,Orthodox,71.0,155.0,69.0,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2
797,Marcelo Guimaraes,9,2,1,Orthodox,73.0,185.0,72.0,4.67,0.51,4.41,0.62,1.99,0.13,0.0,0.0
798,John Gunderson,35,16,2,Orthodox,69.0,155.0,69.0,1.04,0.27,1.71,0.58,1.67,0.33,0.11,2.0
799,John Gunther,5,1,0,Orthodox,72.0,155.0,69.0,1.65,0.37,3.72,0.46,7.08,0.42,0.0,0.0
800,Jorge Gurgel,14,10,0,Orthodox,69.0,155.0,67.0,3.37,0.32,3.62,0.62,0.81,0.23,0.6,0.5
801,Luis Gurule,10,0,0,Orthodox,64.0,125.0,65.0,7.0,0.5,4.27,0.58,0.0,0.0,0.5,0.0
802,Bogdan Guskov,16,3,0,Orthodox,76.0,205.0,75.0,3.13,0.48,3.7,0.47,0.0,0.0,0.66,0.0
803,Gugun Gusman,8,4,0,Orthodox,68.0,135.0,67.0,0.88,0.27,6.18,0.41,0.0,0.0,0.33,0.0
804,Alexander Gustafsson,18,8,0,Orthodox,79.0,205.0,77.0,4.03,0.4,3.53,0.51,1.53,0.39,0.83,0.4
805,Andreas Gustafsson,11,2,0,Orthodox,73.0,170.0,73.0,4.56,0.77,3.12,0.43,3.6,0.66,1.0,0.0
806,Chris Gutierrez,21,6,2,Orthodox,67.0,135.0,69.0,4.72,0.59,2.64,0.64,0.26,0.3,0.71,0.1
807,Mando Gutierrez,7,2,0,Southpaw,70.0,135.0,66.0,0.8,0.75,1.33,0.5,1.0,1.0,0.4,1.0
808,Mike Guymon,15,6,1,Orthodox,74.0,170.0,72.0,2.75,0.65,0.79,0.66,1.87,0.37,0.54,1.2
809,Chelsea Hackett,3,1,1,Switch,66.0,125.0,64.0,2.58,0.51,4.85,0.46,0.0,0.0,0.57,0.0
810,Cody Haddon,8,1,0,Orthodox,69.0,135.0,67.0,9.2,0.51,3.47,0.64,2.48,0.37,0.83,0.8
811,Jake Hadley,11,4,0,Southpaw,70.0,135.0,67.0,3.8,0.43,4.16,0.61,0.33,0.11,0.54,1.1
812,Damir Hadzovic,14,7,0,Orthodox,70.0,155.0,69.0,3.36,0.48,3.26,0.62,0.78,0.55,0.34,0.2
813,Bassil Hafez,9,4,1,Orthodox,72.0,170.0,71.0,3.71,0.38,5.68,0.41,2.21,0.24,0.5,0.0
814,Tim Hague,21,13,0,Orthodox,76.0,260.0,76.0,2.79,0.47,4.14,0.46,1.72,0.33,0.85,0.9
815,Uriah Hall,18,11,0,Orthodox,79.0,185.0,72.0,3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1
816,Ryan Hall,9,2,0,Southpaw,70.0,145.0,70.0,2.38,0.5,1.33,0.65,0.22,0.09,0.0,2.2
817,Dennis Hallman,53,20,2,Orthodox,72.0,155.0,69.0,1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1
818,Piotr Hallmann,18,6,0,Orthodox,71.0,155.0,69.0,3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4
819,Seo Hee Ham,17,8,0,Southpaw,62.0,115.0,62.0,4.2,0.39,5.15,0.61,0.0,0.0,0.66,0.2
820,Rami Hamed,13,3,0,Orthodox,71.0,170.0,73.0,3.87,0.51,3.4,0.5,0.0,0.0,0.5,0.0
821,Matt Hamill,12,8,0,Orthodox,76.0,205.0,73.0,3.69,0.42,3.8,0.61,3.0,0.34,0.91,0.0
822,Anthony Hamilton,15,9,0,Orthodox,76.0,260.0,77.0,3.91,0.65,3.02,0.45,2.62,0.42,0.78,0.0
823,CJ Hamilton,11,4,0,Switch,68.0,125.0,67.0,2.47,0.31,3.93,0.58,0.0,0.0,0.62,0.0
824,Jared Hamman,14,6,0,Orthodox,75.0,185.0,75.0,5.15,0.42,3.93,0.55,1.57,0.46,0.3,0.0
825,Chad Hanekom,9,3,0,Orthodox,74.0,185.0,76.0,0.73,0.47,1.47,0.33,0.0,0.0,0.71,1.0
826,Kay Hansen,7,6,0,Orthodox,63.0,115.0,62.0,3.01,0.5,3.19,0.51,1.83,0.22,0.37,0.8
827,Nasrat Haqparast,17,5,0,Southpaw,72.0,155.0,70.0,6.15,0.44,5.65,0.62,0.28,0.2,0.84,0.0
828,Shin Haraguchi,8,2,0,Switch,68.0,145.0,65.0,2.02,0.63,1.84,0.43,12.32,0.51,0.0,0.0
829,Antoni Hardonk,8,6,0,Orthodox,78.0,245.0,76.0,3.4,0.61,3.07,0.46,0.0,0.0,0.4,0.9
830,George Hardwick,12,2,0,Orthodox,72.0,155.0,70.0,3.6,0.38,4.6,0.71,0.0,0.0,0.83,0.0
831,Dan Hardy,25,10,0,Orthodox,74.0,170.0,72.0,2.46,0.35,3.44,0.51,0.73,0.35,0.35,0.4
832,Veronica Hardy,9,5,1,Southpaw,64.0,125.0,64.0,3.12,0.45,3.48,0.49,0.93,0.41,0.55,0.3
833,Greg Hardy,7,5,0,Orthodox,80.0,265.0,77.0,4.79,0.5,3.31,0.55,0.2,0.33,0.64,0.0
834,Josiah Harrell,7,0,0,Southpaw,68.0,170.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,Gerald Harris,23,5,0,Southpaw,77.0,185.0,71.0,1.41,0.29,1.58,0.62,2.96,0.54,0.72,0.0
836,Phil Harris,22,12,0,Orthodox,65.0,125.0,64.0,2.34,0.26,3.16,0.68,1.76,0.21,0.6,0.0
837,Walt Harris,13,10,0,Southpaw,77.0,250.0,77.0,3.05,0.39,3.33,0.54,0.29,0.28,0.7,0.1
838,Carlston Harris,19,6,0,Orthodox,76.0,170.0,72.0,3.18,0.49,2.66,0.52,1.97,0.29,0.55,0.8
839,Kayla Harrison,18,1,0,Southpaw,66.0,135.0,68.0,4.87,0.64,1.19,0.64,2.75,0.3,1.0,0.7
840,Joey Hart,6,2,0,Orthodox,79.0,170.0,75.0,4.53,0.34,4.53,0.45,0.0,0.0,0.4,0.0
841,Dale Hartt,6,3,0,Orthodox,69.0,155.0,70.0,1.14,0.35,1.55,0.66,1.22,1.0,0.25,2.5
842,Clay Harvison,13,6,0,Orthodox,74.0,170.0,73.0,3.29,0.48,3.91,0.58,0.66,1.0,0.68,1.3
843,Ahmad Hassanzada,12,3,0,Orthodox,75.0,155.0,73.0,3.16,0.39,4.42,0.38,2.43,0.19,0.0,1.2
844,John Hathaway,17,2,0,Orthodox,75.0,170.0,73.0,3.4,0.4,1.8,0.62,2.61,0.43,0.6,0.9
845,Phil Hawes,12,6,0,Orthodox,77.0,185.0,72.0,5.33,0.59,3.72,0.55,2.11,0.34,0.9,0.2
846,Dustin Hazelett,12,7,0,Orthodox,76.0,170.0,73.0,2.24,0.4,3.51,0.46,0.55,0.5,0.25,4.1
847,James Head,9,4,0,Orthodox,73.0,170.0,73.0,2.75,0.48,3.11,0.49,0.41,1.0,0.66,0.8
848,Pat Healy,34,23,0,Orthodox,72.0,155.0,72.0,2.57,0.36,2.57,0.5,3.08,0.37,0.55,1.1
849,David Heath,18,7,0,Orthodox,72.0,205.0,71.0,1.48,0.3,5.16,0.49,0.33,0.5,0.57,1.0
850,Jake Hecht,11,4,0,Orthodox,73.0,170.0,72.0,3.26,0.47,2.76,0.56,2.04,0.37,0.4,0.0
851,Nick Hein,14,5,0,Southpaw,66.0,155.0,66.0,2.65,0.35,3.61,0.59,0.86,0.33,0.83,0.0
852,Ian Heinisch,14,5,0,Orthodox,72.0,185.0,71.0,3.25,0.5,2.98,0.59,1.02,0.17,0.59,0.7
853,Marcin Held,23,7,0,Orthodox,71.0,155.0,69.0,1.41,0.34,2.02,0.47,2.46,0.46,0.37,1.3
854,Dan Henderson,32,15,0,Orthodox,74.0,185.0,71.0,2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3
855,Benson Henderson,24,7,0,Southpaw,70.0,170.0,69.0,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8
856,Johny Hendricks,18,8,0,Southpaw,69.0,185.0,69.0,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3
857,Luis Henrique,10,5,0,Orthodox,74.0,243.0,74.0,1.81,0.43,2.22,0.47,3.09,0.36,0.5,1.0
858,Jose Henrique,5,1,0,Orthodox,79.0,170.0,75.0,3.45,0.43,5.79,0.38,0.0,0.0,0.0,0.0
859,Danny Henry,12,4,0,Orthodox,73.0,145.0,72.0,5.2,0.51,4.16,0.45,0.74,0.33,0.5,2.2
860,Victor Henry,24,7,0,Switch,68.0,135.0,67.0,7.66,0.53,5.48,0.47,0.84,0.36,0.84,0.4
861,Jai Herbert,13,5,1,Orthodox,77.0,155.0,73.0,3.16,0.42,3.37,0.52,0.5,0.23,0.59,0.0
862,Ed Herman,27,16,0,Orthodox,77.0,205.0,73.0,3.31,0.48,3.71,0.42,1.96,0.47,0.59,1.0
863,Dave Herman,22,6,0,Orthodox,77.0,242.0,76.0,4.98,0.6,3.78,0.48,1.49,1.0,0.58,0.0
864,Jack Hermansson,24,8,0,Orthodox,77.0,185.0,73.0,5.09,0.44,3.69,0.56,1.53,0.3,0.8,0.4
865,Alexander Hernandez,15,8,0,Orthodox,72.0,155.0,69.0,4.43,0.41,4.61,0.57,0.95,0.29,0.71,0.1
866,Anthony Hernandez,13,2,0,Orthodox,75.0,185.0,72.0,4.9,0.63,2.88,0.46,6.64,0.44,0.65,2.3
867,Nohelin Hernandez,9,4,0,Orthodox,71.0,135.0,70.0,1.32,0.34,2.63,0.52,0.71,0.5,0.37,0.0
868,Carlos Hernandez,10,4,0,Orthodox,67.0,125.0,68.0,3.9,0.45,3.43,0.5,1.6,0.21,0.67,0.2
869,Leslie Hernandez,4,2,0,Orthodox,64.0,115.0,63.0,3.6,0.58,2.53,0.55,0.0,0.0,0.54,0.0
870,Geane Herrera,9,3,0,Orthodox,66.0,125.0,65.0,1.51,0.31,5.07,0.52,0.83,0.37,0.38,0.6
871,Alvaro Herrera Mendoza,9,6,0,Orthodox,74.0,155.0,72.0,1.89,0.38,3.4,0.55,0.0,0.0,0.33,1.1
872,Felice Herrig,14,10,0,Orthodox,65.0,115.0,64.0,3.84,0.37,5.19,0.48,1.08,0.28,0.75,0.8
873,Heath Herring,28,16,0,Orthodox,78.0,250.0,76.0,2.37,0.5,1.77,0.54,1.22,0.5,0.32,0.7
874,Clint Hester,11,6,0,Orthodox,77.0,205.0,74.0,3.36,0.42,3.44,0.56,1.02,0.35,0.6,0.0
875,Jimy Hettes,11,3,0,Southpaw,71.0,145.0,69.0,3.47,0.57,3.5,0.57,5.2,0.44,0.61,1.4
876,Marcus Hicks,10,4,0,Southpaw,64.0,155.0,66.0,1.42,0.43,3.06,0.61,2.7,0.53,0.25,4.0
877,Jay Hieron,23,7,0,Orthodox,75.0,170.0,72.0,1.66,0.32,1.89,0.61,4.05,0.6,0.66,1.0
878,Brady Hiestand,9,2,0,Orthodox,71.0,135.0,68.0,2.7,0.5,3.75,0.51,4.8,0.46,0.42,1.1
879,Jason High,21,6,0,Southpaw,73.0,155.0,68.0,1.28,0.42,1.56,0.48,2.36,0.63,0.37,2.8
880,Corey Hill,6,9,0,Orthodox,80.0,155.0,76.0,3.57,0.46,1.61,0.7,3.02,0.8,1.0,0.0
881,Angela Hill,17,14,0,Orthodox,64.0,115.0,63.0,5.46,0.49,4.93,0.61,0.76,0.32,0.74,0.1
882,Jamahal Hill,12,2,0,Southpaw,79.0,205.0,76.0,7.18,0.54,3.51,0.46,0.0,0.0,0.73,0.0
883,Kailan Hill,4,1,0,Southpaw,77.0,185.0,73.0,2.6,0.53,4.8,0.37,3.0,0.42,0.0,0.0
884,Hatsu Hioki,29,10,2,Orthodox,73.0,145.0,71.0,2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6
885,Kuniyoshi Hironaka,23,9,0,Orthodox,70.0,168.0,70.0,1.98,0.4,3.01,0.54,1.91,0.3,0.25,0.6
886,Mizuto Hirota,18,10,2,Orthodox,67.0,155.0,67.0,3.36,0.4,3.5,0.54,1.36,0.5,0.58,0.1
887,An Tuan Ho,6,1,0,Switch,66.0,125.0,66.0,4.14,0.37,4.97,0.33,0.0,0.0,0.0,0.0
888,Matt Hobar,9,3,0,Southpaw,70.0,135.0,70.0,3.23,0.42,4.27,0.52,3.66,0.44,0.5,0.0
889,Chris Hofmann,9,2,0,Orthodox,72.0,170.0,72.0,4.78,0.45,4.63,0.35,3.42,0.42,0.0,0.0
890,Andrew Holbrook,12,3,0,Southpaw,70.0,155.0,71.0,2.2,0.49,3.0,0.54,0.85,0.18,0.1,2.1
891,Kevin Holland,26,12,0,Orthodox,81.0,185.0,75.0,4.24,0.49,3.21,0.5,0.83,0.38,0.54,0.6
892,Max Holloway,26,8,0,Orthodox,69.0,145.0,71.0,7.16,0.47,4.76,0.59,0.25,0.53,0.83,0.3
893,Holly Holm,15,7,0,Southpaw,69.0,135.0,68.0,3.13,0.4,2.92,0.55,0.87,0.3,0.76,0.1
894,Joseph Holmes,8,4,0,Orthodox,80.0,185.0,76.0,2.88,0.53,3.08,0.54,1.49,0.4,0.5,0.8
895,Kurt Holobaugh,22,8,0,Orthodox,70.0,155.0,71.0,4.63,0.45,4.35,0.47,0.76,0.33,0.42,0.8
896,Paddy Holohan,12,2,1,Orthodox,69.0,125.0,70.0,2.13,0.46,2.81,0.46,2.88,0.47,0.71,1.3
897,Scott Holtzman,14,6,0,Orthodox,69.0,155.0,69.0,4.32,0.47,3.66,0.55,1.88,0.56,0.67,0.2
898,Sabah Homasi,11,8,0,Orthodox,72.0,170.0,72.0,4.98,0.48,6.91,0.47,2.8,0.5,0.66,0.0
899,Mark Hominick,20,12,0,Orthodox,68.0,145.0,68.0,4.08,0.42,4.18,0.69,0.25,0.66,0.71,0.9
900,Barb Honchak,10,4,0,Orthodox,65.0,125.0,64.0,4.04,0.3,4.67,0.66,0.0,0.0,0.0,1.3
901,Chris Honeycutt,9,1,0,,73.0,170.0,70.0,2.99,0.44,1.41,0.66,3.4,0.45,0.75,0.0
902,JunYoung Hong,13,8,1,Orthodox,69.0,145.0,69.0,2.1,0.39,2.3,0.48,0.0,0.0,0.35,0.0
903,SeongChan Hong,9,2,0,Orthodox,69.0,155.0,67.0,6.57,0.55,8.76,0.47,0.0,0.0,0.0,0.0
904,Lorenzo Hood,14,5,0,Southpaw,80.0,265.0,75.0,2.64,0.61,4.66,0.11,0.0,0.0,1.0,0.0
905,Dan Hooker,24,12,0,Switch,75.0,155.0,72.0,5.03,0.48,4.72,0.51,0.73,0.34,0.78,0.3
906,Chase Hooper,15,3,1,Southpaw,74.0,155.0,73.0,4.97,0.52,3.26,0.37,1.83,0.27,0.57,2.4
907,Darrell Horcher,13,4,0,Southpaw,70.0,155.0,70.0,2.05,0.44,4.21,0.39,0.35,0.5,0.47,0.7
908,Yoshinori Horie,8,2,0,Orthodox,70.0,145.0,68.0,2.76,0.49,5.65,0.48,0.0,0.0,0.0,0.0
909,Kyoji Horiguchi,19,2,0,Orthodox,66.0,125.0,65.0,3.6,0.45,2.45,0.62,2.0,0.44,0.55,0.0
910,Yuma Horiuchi,9,5,0,Switch,67.0,125.0,66.0,3.73,0.3,5.0,0.35,2.0,0.16,0.0,2.0
911,Jeremy Horn,91,22,5,Orthodox,74.0,185.0,73.0,1.19,0.39,1.99,0.55,1.83,0.38,0.29,1.1
912,Chris Horodecki,21,7,1,Orthodox,69.0,155.0,69.0,4.59,0.41,3.16,0.65,1.52,0.55,0.37,0.9
913,Jamey-Lyn Horth,7,2,0,Orthodox,66.0,125.0,67.0,3.29,0.56,2.91,0.59,1.0,0.37,0.68,0.0
914,Jeff Hougland,10,6,0,Orthodox,68.0,135.0,67.0,1.86,0.48,3.46,0.47,0.86,0.18,0.0,1.1
915,John Howard,24,13,0,Orthodox,72.0,170.0,67.0,2.15,0.5,3.08,0.51,2.7,0.49,0.53,0.4
916,Hu Yaozong,3,3,0,Orthodox,72.0,185.0,75.0,3.35,0.48,5.09,0.35,0.0,0.0,0.33,0.4
917,Carlos Huachin,10,5,1,Southpaw,67.0,135.0,64.0,2.1,0.21,4.8,0.5,0.0,0.0,0.66,0.0
918,Brady Huang,11,2,0,Orthodox,69.0,135.0,69.0,4.62,0.37,10.77,0.3,0.0,0.0,0.0,0.0
919,Huang Feier,14,8,0,Orthodox,65.0,115.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,Austin Hubbard,17,8,0,Orthodox,71.0,155.0,70.0,4.12,0.43,3.92,0.57,1.54,0.34,0.67,0.0
921,Collin Huckbody,8,2,0,Orthodox,76.0,185.0,75.0,2.05,0.6,2.73,0.42,10.23,1.0,0.0,20.4
922,Roger Huerta,23,9,1,Orthodox,70.0,155.0,69.0,3.64,0.36,2.33,0.56,2.13,0.46,0.52,0.5
923,Matt Hughes,45,9,0,Switch,73.0,170.0,69.0,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2
924,Jeff Hughes,10,4,0,Orthodox,77.0,250.0,74.0,3.95,0.51,3.67,0.6,0.71,0.5,0.45,0.0
925,Sam Hughes,9,6,0,Orthodox,64.0,115.0,65.0,4.33,0.46,4.46,0.56,0.85,0.3,0.6,0.0
926,Victor Hugo,25,5,0,Orthodox,71.0,135.0,67.0,3.27,0.44,2.95,0.56,0.81,0.33,0.73,1.2
927,Harry Hunsucker,7,6,0,Orthodox,75.0,205.0,74.0,3.54,0.52,6.53,0.42,0.0,0.0,0.0,2.0
928,Mark Hunt,13,14,1,Orthodox,72.0,265.0,70.0,2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2
929,Al Iaquinta,14,7,1,Orthodox,70.0,155.0,70.0,4.06,0.4,4.53,0.61,0.63,0.18,0.74,0.2
930,Khadis Ibragimov,8,4,0,Orthodox,78.0,205.0,75.0,3.55,0.49,4.26,0.47,0.97,0.3,0.8,0.3
931,Dan Ige,18,9,0,Orthodox,71.0,145.0,67.0,3.66,0.45,3.5,0.56,0.99,0.26,0.57,0.2
932,Zelim Imadaev,8,3,0,Orthodox,76.0,170.0,72.0,2.91,0.36,4.35,0.43,0.38,0.5,0.6,0.0
933,Nassourdine Imavov,15,4,0,Orthodox,75.0,185.0,75.0,4.51,0.55,3.2,0.58,0.88,0.36,0.78,1.2
934,Michael Imperato,12,7,0,Switch,66.0,135.0,67.0,1.93,0.48,2.67,0.6,1.0,0.12,0.0,1.0
935,Naoki Inoue,11,1,0,Orthodox,71.0,125.0,69.0,3.67,0.35,3.37,0.6,0.0,0.0,0.6,2.5
936,James Irvin,17,10,0,Orthodox,75.0,205.0,74.0,2.03,0.48,3.86,0.35,0.0,0.0,0.36,0.5
937,Issa Isakov,10,3,0,Orthodox,70.0,155.0,69.0,1.93,0.36,5.78,0.4,0.0,0.0,0.0,0.0
938,Teruto Ishihara,10,7,2,Southpaw,69.0,135.0,67.0,3.26,0.44,3.63,0.53,0.5,0.16,0.3,0.0
939,Damir Ismagulov,24,3,0,Orthodox,74.0,155.0,70.0,3.36,0.42,2.44,0.61,1.0,0.28,0.7,0.0
940,Leandro Issa,13,6,0,Orthodox,69.0,135.0,67.0,2.08,0.37,3.17,0.58,2.38,0.22,0.5,1.2
941,Blagoy Ivanov,19,6,0,Southpaw,73.0,250.0,71.0,3.25,0.4,4.2,0.53,0.69,0.4,0.61,0.1
942,Anthony Ivy,8,4,0,Orthodox,74.0,185.0,74.0,2.5,0.42,4.57,0.51,4.69,0.2,1.0,0.0
943,Taiga Iwasaki,9,2,0,Orthodox,73.0,185.0,73.0,1.99,0.33,7.08,0.32,0.0,0.0,0.0,0.0
944,Yves Jabouin,20,11,0,Orthodox,68.0,135.0,67.0,3.06,0.41,2.93,0.62,1.94,0.6,0.82,0.1
945,Quinton Jackson,37,12,0,Orthodox,73.0,205.0,73.0,3.25,0.54,2.51,0.55,1.52,0.56,0.73,0.1
946,Damon Jackson,23,8,1,Switch,71.0,155.0,71.0,2.96,0.42,3.47,0.49,2.3,0.32,0.37,1.2
947,Mike Jackson,1,2,0,Orthodox,74.0,170.0,74.0,4.49,0.57,3.73,0.62,0.71,0.33,0.88,0.0
948,Jason Jackson,7,2,0,Orthodox,78.0,170.0,73.0,2.24,0.48,1.31,0.56,0.0,0.0,0.0,0.0
949,Montel Jackson,14,2,0,Southpaw,75.0,135.0,70.0,3.39,0.53,1.42,0.63,3.41,0.71,0.69,0.3
950,Richard Jacobi,6,1,1,Orthodox,75.0,260.0,76.0,0.88,0.44,3.94,0.51,3.28,1.0,1.0,0.0
951,Dustin Jacoby,20,9,1,Orthodox,76.0,205.0,75.0,5.5,0.47,4.14,0.57,0.36,0.25,0.6,0.0
